Date,SO2,NOx,RSPM,SPM,AQI,Location,Carbon_Footprint,Zone,PM2.5,Cigarettes_per_Day
15-04-2016,14,77,135,239,123,Kharadi,445.3,Red Zone,67.50,3.07
15-04-2016,19,74,270,221,220,Kharadi,547.4,Red Zone,135.00,6.14
16-04-2016,10,51,182,221,155,Baner,447.6,Red Zone,91.00,4.14
17-04-2016,6,39,135,221,123,Magarpatta,394.9,Red Zone,67.50,3.07
18-04-2016,15,62,207,221,171,Baner,480.3,Red Zone,103.50,4.70
18-04-2016,14,80,122,271,115,Viman Nagar,470.9,Red Zone,61.00,2.77
19-04-2016,14,53,192,221,161,Viman Nagar,460,Red Zone,96.00,4.36
20-04-2016,11,41,158,221,139,Kharadi,419.5,Red Zone,79.00,3.59
21-04-2016,12,51,182,221,155,Koregaon Park,448.6,Red Zone,91.00,4.14
22-04-2016,65,128,372,221,328,Magarpatta,700,Red Zone,186.00,8.45
22-04-2016,17,61,124,241,116,Koregaon Park,427.9,Red Zone,62.00,2.82
23-04-2016,13,51,182,221,155,Viman Nagar,449.1,Red Zone,91.00,4.14
24-04-2016,6,31,166,221,144,Baner,417.2,Red Zone,83.00,3.77
25-04-2016,22,45,164,265,143,Koregaon Park,481.6,Red Zone,82.00,3.73
26-04-2016,50,31,150,330,133,Kharadi,544.7,Red Zone,75.00,3.41
27-04-2016,15,98,219,221,179,Koregaon Park,516.3,Red Zone,109.50,4.98
27-04-2016,23,63,149,320,133,Magarpatta,541.7,Red Zone,74.50,3.39
28-04-2016,8,58,176,221,151,Kharadi,446.1,Red Zone,88.00,4.00
28-04-2016,11,68,116,308,111,Koregaon Park,496.3,Red Zone,58.00,2.64
29-04-2016,24,38,109,333,106,Viman Nagar,503,Red Zone,54.50,2.48
29-04-2016,7,49,174,221,149,Viman Nagar,437.5,Red Zone,87.00,3.95
30-04-2016,24,61,81,224,81,Koregaon Park,374,Red Zone,40.50,1.84
30-04-2016,6,42,147,221,131,Kharadi,407.8,Red Zone,73.50,3.34
01-05-2016,35,36,60,202,60,Kharadi,318.9,Red Zone,30.00,1.36
01-05-2016,4,49,54,221,54,Hinjewadi,328,Red Zone,27.00,1.23
02-05-2016,44,72,56,138,90,Magarpatta,274.6,Yellow Zone,28.00,1.27
02-05-2016,5,46,80,221,80,Viman Nagar,349.8,Red Zone,40.00,1.82
03-05-2016,54,58,24,76,73,Kharadi,172.8,Green Zone,12.00,0.55
03-05-2016,6,51,35,221,64,Koregaon Park,313.3,Red Zone,17.50,0.80
04-05-2016,62,57,14,21,78,Kharadi,106.6,Green Zone,7.00,0.32
04-05-2016,5,44,30,221,55,Viman Nagar,303.4,Red Zone,15.00,0.68
05-05-2016,7,75,119,221,113,Koregaon Park,406.2,Red Zone,59.50,2.70
06-05-2016,18,115,154,221,136,Magarpatta,471.2,Red Zone,77.00,3.50
07-05-2016,30,107,124,242,127,Kharadi,467.7,Red Zone,62.00,2.82
07-05-2016,11,113,161,221,141,Baner,472.6,Red Zone,80.50,3.66
08-05-2016,17,98,169,383,146,Kharadi,650.5,Red Zone,84.50,3.84
09-05-2016,10,48,209,221,173,Kharadi,469.8,Red Zone,104.50,4.75
09-05-2016,19,72,136,466,124,Viman Nagar,694.9,Red Zone,68.00,3.09
10-05-2016,28,66,179,374,153,Kharadi,632.7,Red Zone,89.50,4.07
10-05-2016,12,51,190,221,160,Hinjewadi,455.8,Red Zone,95.00,4.32
11-05-2016,17,104,145,538,130,Magarpatta,803.6,Red Zone,72.50,3.30
11-05-2016,13,50,193,221,162,Kharadi,458.3,Red Zone,96.50,4.39
12-05-2016,15,61,231,221,187,Koregaon Park,501.2,Red Zone,115.50,5.25
13-05-2016,11,54,211,221,174,Koregaon Park,476.3,Red Zone,105.50,4.80
13-05-2016,16,66,125,311,117,Magarpatta,508.8,Red Zone,62.50,2.84
14-05-2016,41,80,181,388,154,Magarpatta,666.2,Red Zone,90.50,4.11
14-05-2016,10,54,189,221,159,Koregaon Park,456,Red Zone,94.50,4.30
15-05-2016,26,138,155,346,158,Hinjewadi,629.7,Red Zone,77.50,3.52
15-05-2016,13,73,237,221,191,Baner,514,Red Zone,118.50,5.39
16-05-2016,30,82,131,307,121,Viman Nagar,528,Red Zone,65.50,2.98
16-05-2016,14,56,256,221,206,Hinjewadi,519.7,Red Zone,128.00,5.82
17-05-2016,18,65,238,221,192,Kharadi,511.8,Red Zone,119.00,5.41
18-05-2016,18,66,248,221,199,Hinjewadi,521.5,Red Zone,124.00,5.64
18-05-2016,33,75,211,387,174,Viman Nagar,684.6,Red Zone,105.50,4.80
19-05-2016,17,67,239,221,193,Hinjewadi,513.6,Red Zone,119.50,5.43
19-05-2016,24,101,164,355,143,Koregaon Park,620.8,Red Zone,82.00,3.73
20-05-2016,15,63,234,221,189,Magarpatta,505.3,Red Zone,117.00,5.32
20-05-2016,27,77,146,332,131,Magarpatta,564,Red Zone,73.00,3.32
21-05-2016,14,60,237,221,191,Viman Nagar,505.4,Red Zone,118.50,5.39
21-05-2016,33,64,147,322,131,Hinjewadi,547.8,Red Zone,73.50,3.34
22-05-2016,14,119,208,221,172,Hinjewadi,520.6,Red Zone,104.00,4.73
22-05-2016,11,68,130,346,120,Viman Nagar,550.7,Red Zone,65.00,2.95
23-05-2016,5,139,184,221,159,Magarpatta,508.5,Red Zone,92.00,4.18
23-05-2016,11,49,215,484,177,Kharadi,765.7,Red Zone,107.50,4.89
24-05-2016,7,91,189,221,159,Viman Nagar,480.4,Red Zone,94.50,4.30
25-05-2016,10,72,189,221,159,Viman Nagar,468.6,Red Zone,94.50,4.30
26-05-2016,11,74,154,309,136,Kharadi,535.8,Red Zone,77.00,3.50
26-05-2016,15,108,232,221,188,Kharadi,535,Red Zone,116.00,5.27
26-05-2016,12,116,147,323,136,Baner,574.8,Red Zone,73.50,3.34
28-05-2016,17,71,217,392,178,Koregaon Park,684.7,Red Zone,108.50,4.93
28-05-2016,17,106,238,221,192,Baner,540,Red Zone,119.00,5.41
29-05-2016,35,52,122,279,115,Kharadi,470.6,Red Zone,61.00,2.77
29-05-2016,12,59,175,221,150,Magarpatta,447.9,Red Zone,87.50,3.98
30-05-2016,35,66,173,536,149,Baner,809,Red Zone,86.50,3.93
30-05-2016,7,56,172,221,148,Viman Nagar,440.6,Red Zone,86.00,3.91
31-05-2016,6,42,122,221,115,Kharadi,385.3,Red Zone,61.00,2.77
31-05-2016,21,94,59,232,114,Koregaon Park,384.6,Red Zone,29.50,1.34
01-06-2016,4,49,53,221,53,Kharadi,327.1,Red Zone,26.50,1.20
02-06-2016,39,44,92,204,92,Hinjewadi,357.5,Red Zone,46.00,2.09
02-06-2016,5,49,75,221,75,Koregaon Park,347.4,Red Zone,37.50,1.70
02-06-2016,54,59,69,155,74,Magarpatta,300.9,Red Zone,34.50,1.57
03-06-2016,53,69,31,84,86,Koregaon Park,195.1,Green Zone,15.50,0.70
03-06-2016,6,52,47,221,65,Baner,324.8,Red Zone,23.50,1.07
04-06-2016,6,52,39,221,65,Viman Nagar,317.6,Red Zone,19.50,0.89
04-06-2016,64,76,28,36,95,Magarpatta,150,Green Zone,14.00,0.64
05-06-2016,7,68,91,221,91,Viman Nagar,376.1,Red Zone,45.50,2.07
05-06-2016,19,28,82,131,82,Kharadi,247,Yellow Zone,41.00,1.86
06-06-2016,48,42,171,323,147,Baner,562.6,Red Zone,85.50,3.89
06-06-2016,21,119,150,221,139,Magarpatta,471.9,Red Zone,75.00,3.41
07-06-2016,11,109,177,221,151,Viman Nagar,484.2,Red Zone,88.50,4.02
07-06-2016,30,92,115,220,112,Koregaon Park,424.9,Red Zone,57.50,2.61
08-06-2016,12,47,186,221,157,Baner,449.4,Red Zone,93.00,4.23
09-06-2016,11,53,176,221,151,Viman Nagar,444.1,Red Zone,88.00,4.00
09-06-2016,22,93,111,321,113,Koregaon Park,529.1,Red Zone,55.50,2.52
10-06-2016,8,44,163,221,142,Koregaon Park,424.6,Red Zone,81.50,3.70
10-06-2016,23,42,107,296,105,Kharadi,462.8,Red Zone,53.50,2.43
11-06-2016,4,43,113,221,109,Hinjewadi,376.9,Red Zone,56.50,2.57
11-06-2016,23,47,85,249,85,Koregaon Park,394.8,Red Zone,42.50,1.93
12-06-2016,6,58,127,221,118,Koregaon Park,401,Red Zone,63.50,2.89
12-06-2016,22,79,89,228,99,Hinjewadi,397.2,Red Zone,44.50,2.02
13-06-2016,9,50,147,221,131,Magarpatta,414.9,Red Zone,73.50,3.34
14-06-2016,21,71,162,404,141,Kharadi,650.4,Red Zone,81.00,3.68
14-06-2016,10,49,156,221,137,Koregaon Park,422.8,Red Zone,78.00,3.55
15-06-2016,11,44,167,221,145,Kharadi,429.7,Red Zone,83.50,3.80
16-06-2016,18,107,391,584,351,Viman Nagar,1078.2,Red Zone,195.50,8.89
16-06-2016,18,98,213,221,175,Viman Nagar,512.4,Red Zone,106.50,4.84
17-06-2016,22,108,119,241,128,Kharadi,458.8,Red Zone,59.50,2.70
17-06-2016,14,78,205,221,170,Koregaon Park,489.2,Red Zone,102.50,4.66
18-06-2016,28,31,112,297,108,Magarpatta,463.2,Red Zone,56.00,2.55
18-06-2016,13,56,180,221,153,Koregaon Park,450.8,Red Zone,90.00,4.09
19-06-2016,15,38,89,212,89,Hinjewadi,347.4,Red Zone,44.50,2.02
19-06-2016,8,42,149,221,133,Baner,410.6,Red Zone,74.50,3.39
20-06-2016,19,74,211,428,174,Koregaon Park,722,Red Zone,105.50,4.80
20-06-2016,9,49,129,221,119,Baner,398,Red Zone,64.50,2.93
21-06-2016,37,57,133,357,122,Hinjewadi,570.8,Red Zone,66.50,3.02
21-06-2016,9,53,174,221,149,Kharadi,441.3,Red Zone,87.00,3.95
22-06-2016,14,65,194,221,163,Hinjewadi,470.2,Red Zone,97.00,4.41
23-06-2016,13,62,160,221,140,Magarpatta,437,Red Zone,80.00,3.64
23-06-2016,14,112,101,265,132,Koregaon Park,467.8,Red Zone,50.50,2.30
24-06-2016,21,62,227,221,185,Viman Nagar,501.3,Red Zone,113.50,5.16
24-06-2016,59,118,195,421,163,Magarpatta,750.7,Red Zone,97.50,4.43
25-06-2016,18,106,284,221,234,Koregaon Park,581.9,Red Zone,142.00,6.45
25-06-2016,16,110,176,467,151,Baner,757.1,Red Zone,88.00,4.00
26-06-2016,13,49,186,221,157,Viman Nagar,451.3,Red Zone,93.00,4.23
26-06-2016,16,63,104,257,103,Koregaon Park,428.4,Red Zone,52.00,2.36
27-06-2016,7,51,187,221,158,Magarpatta,450.6,Red Zone,93.50,4.25
28-06-2016,8,42,114,221,109,Kharadi,379.1,Red Zone,57.00,2.59
28-06-2016,30,60,78,266,78,Magarpatta,419.8,Red Zone,39.00,1.77
29-06-2016,37,62,63,178,78,Koregaon Park,314.4,Red Zone,31.50,1.43
29-06-2016,5,49,71,221,71,Baner,343.8,Red Zone,35.50,1.61
30-06-2016,5,49,67,221,67,Kharadi,340.2,Red Zone,33.50,1.52
01-07-2016,52,55,78,180,78,Kharadi,332.7,Red Zone,39.00,1.77
01-07-2016,6,49,54,221,61,Koregaon Park,329,Red Zone,27.00,1.23
02-07-2016,6,60,26,221,75,Baner,311.5,Red Zone,13.00,0.59
03-07-2016,17,28,40,98,40,Kharadi,171.9,Green Zone,20.00,0.91
03-07-2016,6,59,80,221,80,Magarpatta,359.4,Red Zone,40.00,1.82
04-07-2016,14,90,126,261,117,Kharadi,470.5,Red Zone,63.00,2.86
04-07-2016,24,140,168,221,160,Hinjewadi,504.3,Red Zone,84.00,3.82
05-07-2016,14,24,219,221,179,Hinjewadi,464,Red Zone,109.50,4.98
06-07-2016,18,71,204,221,169,Koregaon Park,485.4,Red Zone,102.00,4.64
07-07-2016,47,100,133,325,122,Baner,570.7,Red Zone,66.50,3.02
07-07-2016,17,74,190,221,160,Kharadi,474.4,Red Zone,95.00,4.32
08-07-2016,19,90,233,221,189,Hinjewadi,525.3,Red Zone,116.50,5.30
08-07-2016,17,94,131,335,121,Koregaon Park,560.7,Red Zone,65.50,2.98
09-07-2016,48,34,200,571,167,Magarpatta,855.9,Red Zone,100.00,4.55
09-07-2016,24,102,228,221,185,Magarpatta,531.7,Red Zone,114.00,5.18
10-07-2016,22,119,153,385,139,Viman Nagar,655.5,Red Zone,76.50,3.48
10-07-2016,21,96,255,221,205,Koregaon Park,550.3,Red Zone,127.50,5.80
11-07-2016,15,60,208,221,172,Viman Nagar,479.8,Red Zone,104.00,4.73
11-07-2016,18,43,123,237,115,Baner,410.5,Red Zone,61.50,2.80
12-07-2016,29,34,182,531,155,Baner,786.2,Red Zone,91.00,4.14
12-07-2016,13,50,178,221,152,Baner,444.8,Red Zone,89.00,4.05
13-07-2016,11,42,164,221,143,Koregaon Park,425.6,Red Zone,82.00,3.73
14-07-2016,10,50,156,221,137,Koregaon Park,423.5,Red Zone,78.00,3.55
14-07-2016,23,56,79,224,79,Magarpatta,368.2,Red Zone,39.50,1.80
15-07-2016,17,30,93,245,93,Koregaon Park,382.7,Red Zone,46.50,2.11
15-07-2016,10,46,151,221,134,Magarpatta,416.2,Red Zone,75.50,3.43
16-07-2016,11,49,140,221,127,Magarpatta,408.9,Red Zone,70.00,3.18
16-07-2016,25,40,113,268,109,Koregaon Park,437,Red Zone,56.50,2.57
17-07-2016,12,48,132,221,121,Kharadi,401.5,Red Zone,66.00,3.00
17-07-2016,17,55,75,198,75,Koregaon Park,332.3,Red Zone,37.50,1.70
18-07-2016,11,47,141,221,127,Hinjewadi,408.4,Red Zone,70.50,3.20
18-07-2016,16,51,96,186,96,Kharadi,334.7,Red Zone,48.00,2.18
19-07-2016,36,56,101,383,101,Hinjewadi,569.4,Red Zone,50.50,2.30
19-07-2016,13,56,169,221,146,Baner,440.9,Red Zone,84.50,3.84
20-07-2016,11,54,182,221,155,Viman Nagar,450.2,Red Zone,91.00,4.14
21-07-2016,12,51,174,221,149,Baner,441.4,Red Zone,87.00,3.95
21-07-2016,16,82,110,257,107,Kharadi,447.1,Red Zone,55.00,2.50
22-07-2016,13,59,160,221,140,Magarpatta,434.9,Red Zone,80.00,3.64
22-07-2016,20,52,96,294,96,Baner,456.2,Red Zone,48.00,2.18
23-07-2016,11,57,169,221,146,Kharadi,440.6,Red Zone,84.50,3.84
23-07-2016,46,50,140,437,127,Koregaon Park,664.7,Red Zone,70.00,3.18
24-07-2016,15,79,209,221,173,Koregaon Park,494,Red Zone,104.50,4.75
24-07-2016,21,59,84,270,84,Magarpatta,424.4,Red Zone,42.00,1.91
25-07-2016,16,69,162,276,141,Baner,505.7,Red Zone,81.00,3.68
25-07-2016,15,59,230,221,187,Hinjewadi,498.9,Red Zone,115.00,5.23
26-07-2016,15,49,137,347,125,Magarpatta,546.8,Red Zone,68.50,3.11
26-07-2016,15,89,241,221,194,Viman Nagar,529.8,Red Zone,120.50,5.48
27-07-2016,19,52,100,304,100,Viman Nagar,470.3,Red Zone,50.00,2.27
27-07-2016,11,87,157,221,138,Hinjewadi,450.8,Red Zone,78.50,3.57
28-07-2016,30,58,68,252,73,Viman Nagar,394,Red Zone,34.00,1.55
28-07-2016,8,53,134,221,123,Magarpatta,404.8,Red Zone,67.00,3.05
29-07-2016,10,41,100,221,100,Baner,366.8,Red Zone,50.00,2.27
29-07-2016,20,37,65,239,65,Magarpatta,357.3,Red Zone,32.50,1.48
30-07-2016,6,49,64,221,64,Kharadi,338,Red Zone,32.00,1.45
30-07-2016,52,55,74,114,74,Magarpatta,256.5,Yellow Zone,37.00,1.68
31-07-2016,5,49,145,221,130,Viman Nagar,410.4,Red Zone,72.50,3.30
01-08-2016,55,57,33,77,71,Viman Nagar,181.8,Green Zone,16.50,0.75
01-08-2016,6,49,54,221,61,Koregaon Park,329,Red Zone,27.00,1.23
02-08-2016,57,56,37,54,71,Hinjewadi,160.4,Green Zone,18.50,0.84
02-08-2016,5,46,35,221,58,Hinjewadi,309.3,Red Zone,17.50,0.80
03-08-2016,8,62,74,221,78,Baner,357.1,Red Zone,37.00,1.68
03-08-2016,13,35,61,140,61,Baner,239.9,Yellow Zone,30.50,1.39
04-08-2016,24,135,170,221,155,Viman Nagar,502.6,Red Zone,85.00,3.86
04-08-2016,15,71,140,276,127,Magarpatta,486.8,Red Zone,70.00,3.18
05-08-2016,33,74,206,473,171,Viman Nagar,774,Red Zone,103.00,4.68
05-08-2016,14,103,177,221,151,Viman Nagar,481.5,Red Zone,88.50,4.02
06-08-2016,21,48,116,394,111,Baner,581.9,Red Zone,58.00,2.64
07-08-2016,15,43,73,197,73,Viman Nagar,320,Red Zone,36.50,1.66
07-08-2016,8,50,156,221,137,Koregaon Park,422.5,Red Zone,78.00,3.55
08-08-2016,14,46,62,217,62,Hinjewadi,333.7,Red Zone,31.00,1.41
08-08-2016,6,45,134,221,123,Hinjewadi,398.2,Red Zone,67.00,3.05
09-08-2016,5,45,153,221,135,Koregaon Park,414.8,Red Zone,76.50,3.48
09-08-2016,22,52,93,268,93,Viman Nagar,425.9,Red Zone,46.50,2.11
10-08-2016,5,44,145,221,130,Magarpatta,406.9,Red Zone,72.50,3.30
10-08-2016,14,67,72,266,84,Kharadi,411.3,Red Zone,36.00,1.64
11-08-2016,5,44,148,221,132,Hinjewadi,409.6,Red Zone,74.00,3.36
12-08-2016,17,39,80,237,80,Kharadi,368.5,Red Zone,40.00,1.82
12-08-2016,7,44,215,221,177,Baner,470.9,Red Zone,107.50,4.89
13-08-2016,21,50,93,378,93,Magarpatta,545,Red Zone,46.50,2.11
13-08-2016,7,45,186,221,157,Kharadi,445.5,Red Zone,93.00,4.23
14-08-2016,8,46,175,221,150,Viman Nagar,436.8,Red Zone,87.50,3.98
14-08-2016,25,61,73,260,76,Viman Nagar,406.9,Red Zone,36.50,1.66
15-08-2016,17,55,83,293,83,Koregaon Park,444,Red Zone,41.50,1.89
15-08-2016,9,42,169,221,146,Viman Nagar,429.1,Red Zone,84.50,3.84
15-08-2016,38,40,86,264,86,Koregaon Park,414.8,Red Zone,43.00,1.95
16-08-2016,7,45,176,221,151,Baner,436.5,Red Zone,88.00,4.00
17-08-2016,6,45,144,221,129,Koregaon Park,407.2,Red Zone,72.00,3.27
18-08-2016,6,48,135,221,123,Kharadi,401.2,Red Zone,67.50,3.07
18-08-2016,15,65,87,236,87,Magarpatta,390.9,Red Zone,43.50,1.98
19-08-2016,16,52,90,240,90,Kharadi,389.4,Red Zone,45.00,2.05
19-08-2016,8,51,165,221,143,Kharadi,431.3,Red Zone,82.50,3.75
20-08-2016,25,47,131,524,121,Hinjewadi,739.7,Red Zone,65.50,2.98
20-08-2016,19,74,75,192,93,Baner,340,Red Zone,37.50,1.70
20-08-2016,9,46,163,221,142,Hinjewadi,426.5,Red Zone,81.50,3.70
21-08-2016,7,43,172,221,148,Viman Nagar,431.5,Red Zone,86.00,3.91
22-08-2016,6,42,147,221,131,Hinjewadi,407.8,Red Zone,73.50,3.34
23-08-2016,9,45,162,221,141,Magarpatta,424.9,Red Zone,81.00,3.68
23-08-2016,32,60,77,299,77,Hinjewadi,456.2,Red Zone,38.50,1.75
24-08-2016,14,54,239,221,193,Viman Nagar,503,Red Zone,119.50,5.43
24-08-2016,64,44,152,262,135,Viman Nagar,487.8,Red Zone,76.00,3.45
25-08-2016,20,62,196,407,164,Kharadi,677.5,Red Zone,98.00,4.45
25-08-2016,19,90,221,221,181,Koregaon Park,514.5,Red Zone,110.50,5.02
26-08-2016,13,68,184,221,156,Kharadi,462.8,Red Zone,92.00,4.18
26-08-2016,38,47,119,274,113,Baner,460.4,Red Zone,59.50,2.70
27-08-2016,28,56,103,280,102,Magarpatta,453.9,Red Zone,51.50,2.34
27-08-2016,10,53,138,221,125,Kharadi,409.4,Red Zone,69.00,3.14
28-08-2016,19,46,59,178,59,Koregaon Park,290.6,Yellow Zone,29.50,1.34
28-08-2016,11,45,110,221,107,Hinjewadi,379.1,Red Zone,55.00,2.50
29-08-2016,7,49,83,221,83,Hinjewadi,355.6,Red Zone,41.50,1.89
30-08-2016,55,87,63,117,107,Koregaon Park,273.8,Yellow Zone,31.50,1.43
30-08-2016,5,43,194,221,163,Viman Nagar,450.3,Red Zone,97.00,4.41
31-08-2016,60,58,48,121,75,Baner,246.9,Yellow Zone,24.00,1.09
31-08-2016,6,57,53,221,71,Kharadi,333.7,Red Zone,26.50,1.20
01-09-2016,59,55,42,57,74,Kharadi,168.5,Green Zone,21.00,0.95
01-09-2016,5,61,47,221,76,Baner,330.6,Red Zone,23.50,1.07
02-09-2016,11,28,96,197,96,Koregaon Park,328.2,Red Zone,48.00,2.18
02-09-2016,8,74,97,221,97,Koregaon Park,386.2,Red Zone,48.50,2.20
03-09-2016,24,137,170,221,157,Baner,504,Red Zone,85.00,3.86
04-09-2016,13,106,170,221,147,Kharadi,476.8,Red Zone,85.00,3.86
04-09-2016,34,87,132,366,121,Baner,599.3,Red Zone,66.00,3.00
05-09-2016,5,49,100,221,100,Kharadi,369.9,Red Zone,50.00,2.27
05-09-2016,18,25,61,182,61,Baner,281.6,Yellow Zone,30.50,1.39
06-09-2016,21,46,127,303,118,Baner,490.3,Red Zone,63.50,2.89
06-09-2016,4,49,127,221,118,Hinjewadi,393.7,Red Zone,63.50,2.89
07-09-2016,5,49,121,221,114,Magarpatta,388.8,Red Zone,60.50,2.75
08-09-2016,7,49,152,221,135,Hinjewadi,417.7,Red Zone,76.00,3.45
08-09-2016,17,67,81,237,84,Baner,389,Red Zone,40.50,1.84
09-09-2016,18,48,68,276,68,Magarpatta,407.4,Red Zone,34.00,1.55
09-09-2016,6,49,128,221,119,Hinjewadi,395.6,Red Zone,64.00,2.91
10-09-2016,26,34,96,234,96,Baner,380.6,Red Zone,48.00,2.18
10-09-2016,7,49,118,221,112,Baner,387.1,Red Zone,59.00,2.68
11-09-2016,19,34,38,109,43,Viman Nagar,187.4,Green Zone,19.00,0.86
11-09-2016,5,49,113,221,109,Baner,381.6,Red Zone,56.50,2.57
12-09-2016,23,37,69,262,69,Kharadi,387.7,Red Zone,34.50,1.57
12-09-2016,4,49,119,221,113,Hinjewadi,386.5,Red Zone,59.50,2.70
13-09-2016,4,49,123,221,115,Viman Nagar,390.1,Red Zone,61.50,2.80
13-09-2016,32,25,53,223,53,Kharadi,326.5,Red Zone,26.50,1.20
14-09-2016,4,49,87,221,87,Magarpatta,357.7,Red Zone,43.50,1.98
15-09-2016,4,49,87,221,87,Viman Nagar,357.7,Red Zone,43.50,1.98
15-09-2016,35,39,29,101,49,Viman Nagar,182,Green Zone,14.50,0.66
16-09-2016,30,58,40,121,73,Hinjewadi,224.7,Yellow Zone,20.00,0.91
16-09-2016,20,49,95,221,95,Baner,372.9,Red Zone,47.50,2.16
17-09-2016,31,40,46,132,50,Baner,230.1,Yellow Zone,23.00,1.05
17-09-2016,4,49,91,221,91,Koregaon Park,361.3,Red Zone,45.50,2.07
18-09-2016,22,47,49,131,59,Viman Nagar,232.1,Yellow Zone,24.50,1.11
18-09-2016,4,49,97,221,97,Kharadi,366.7,Red Zone,48.50,2.20
19-09-2016,4,49,105,221,103,Hinjewadi,373.9,Red Zone,52.50,2.39
20-09-2016,17,20,45,139,45,Kharadi,215.9,Yellow Zone,22.50,1.02
20-09-2016,4,49,105,221,103,Kharadi,373.9,Red Zone,52.50,2.39
21-09-2016,17,29,52,172,52,Magarpatta,264.8,Yellow Zone,26.00,1.18
21-09-2016,4,49,79,221,79,Kharadi,350.5,Red Zone,39.50,1.80
22-09-2016,20,49,82,221,82,Viman Nagar,361.2,Red Zone,41.00,1.86
23-09-2016,4,49,62,221,62,Magarpatta,335.2,Red Zone,31.00,1.41
23-09-2016,34,39,33,138,49,Kharadi,225.8,Yellow Zone,16.50,0.75
24-09-2016,12,56,192,221,161,Hinjewadi,461.1,Red Zone,96.00,4.36
24-09-2016,28,92,175,447,150,Hinjewadi,727.6,Red Zone,87.50,3.98
25-09-2016,16,74,185,221,157,Magarpatta,469.4,Red Zone,92.50,4.20
26-09-2016,19,72,221,221,181,Baner,501.9,Red Zone,110.50,5.02
27-09-2016,30,48,89,275,89,Koregaon Park,431.2,Red Zone,44.50,2.02
27-09-2016,8,49,141,221,127,Viman Nagar,408.3,Red Zone,70.50,3.20
28-09-2016,22,46,54,145,58,Viman Nagar,251.3,Yellow Zone,27.00,1.23
29-09-2016,5,49,64,221,64,Viman Nagar,337.5,Red Zone,32.00,1.45
30-09-2016,5,50,159,221,139,Kharadi,423.7,Red Zone,79.50,3.61
30-09-2016,62,68,95,204,95,Hinjewadi,388.5,Red Zone,47.50,2.16
01-10-2016,57,57,75,147,75,Baner,297.6,Yellow Zone,37.50,1.70
01-10-2016,5,45,73,221,73,Magarpatta,342.8,Red Zone,36.50,1.66
02-10-2016,6,56,41,221,70,Viman Nagar,322.2,Red Zone,20.50,0.93
02-10-2016,58,74,30,43,93,Koregaon Park,155.1,Green Zone,15.00,0.68
03-10-2016,6,61,86,221,86,Koregaon Park,366.2,Red Zone,43.00,1.95
03-10-2016,14,25,65,115,65,Kharadi,209.5,Yellow Zone,32.50,1.48
04-10-2016,78,35,161,337,141,Baner,579.1,Red Zone,80.50,3.66
04-10-2016,20,104,148,221,132,Magarpatta,459.1,Red Zone,74.00,3.36
05-10-2016,31,119,132,260,139,Viman Nagar,503.6,Red Zone,66.00,3.00
05-10-2016,15,95,194,221,163,Viman Nagar,491.7,Red Zone,97.00,4.41
06-10-2016,5,57,63,221,71,Magarpatta,342.2,Red Zone,31.50,1.43
07-10-2016,5,47,67,221,67,Magarpatta,338.8,Red Zone,33.50,1.52
07-10-2016,33,55,41,111,69,Magarpatta,214,Yellow Zone,20.50,0.93
08-10-2016,36,48,55,139,60,Baner,254,Yellow Zone,27.50,1.25
08-10-2016,4,50,89,221,89,Magarpatta,360.2,Red Zone,44.50,2.02
09-10-2016,4,50,65,221,65,Kharadi,338.6,Red Zone,32.50,1.48
10-10-2016,38,75,39,136,94,Koregaon Park,256.2,Yellow Zone,19.50,0.89
10-10-2016,5,49,72,221,72,Baner,344.7,Red Zone,36.00,1.64
11-10-2016,39,36,100,215,100,Koregaon Park,371.2,Red Zone,50.00,2.27
11-10-2016,4,43,152,221,135,Magarpatta,412,Red Zone,76.00,3.45
12-10-2016,4,41,109,221,106,Baner,371.9,Red Zone,54.50,2.48
13-10-2016,5,46,122,221,115,Baner,387.6,Red Zone,61.00,2.77
14-10-2016,5,42,114,221,109,Hinjewadi,377.6,Red Zone,57.00,2.59
14-10-2016,42,86,55,90,106,Viman Nagar,229.7,Yellow Zone,27.50,1.25
15-10-2016,4,42,103,221,102,Kharadi,367.2,Red Zone,51.50,2.34
15-10-2016,48,41,82,195,82,Hinjewadi,341,Red Zone,41.00,1.86
16-10-2016,4,43,114,221,109,Viman Nagar,377.8,Red Zone,57.00,2.59
17-10-2016,42,66,55,202,83,Baner,338.9,Red Zone,27.50,1.25
17-10-2016,4,43,100,221,100,Viman Nagar,365.2,Red Zone,50.00,2.27
18-10-2016,4,39,104,221,103,Baner,366,Red Zone,52.00,2.36
18-10-2016,43,44,81,264,81,Baner,415.6,Red Zone,40.50,1.84
19-10-2016,4,43,88,221,88,Baner,354.4,Red Zone,44.00,2.00
20-10-2016,5,43,82,221,82,Baner,349.5,Red Zone,41.00,1.86
21-10-2016,40,97,52,113,117,Kharadi,259,Yellow Zone,26.00,1.18
21-10-2016,5,42,80,221,80,Kharadi,347,Red Zone,40.00,1.82
22-10-2016,5,45,99,221,99,Kharadi,366.2,Red Zone,49.50,2.25
22-10-2016,39,46,106,163,104,Viman Nagar,326.4,Red Zone,53.00,2.41
23-10-2016,5,47,98,221,98,Hinjewadi,366.7,Red Zone,49.00,2.23
24-10-2016,28,66,149,340,133,Kharadi,568.3,Red Zone,74.50,3.39
